action_day,scenario,mark,fair,pfc_usd,coc_usd,net_profit_usd
141,B-2,0.5301313628899835,0.41871921182266014,2225730.7060755314,71361.34264570253,2154369.363429829
141,B-3,0.5301313628899835,0.41871921182266014,2225730.7060755314,307728899.42483747,-305503168.7187619
142,B-2,0.5252873563218392,0.41871921182266014,2128850.574712646,68900.58730908524,2059949.987403561
142,B-3,0.5252873563218392,0.41871921182266014,2128850.574712646,307726438.6695008,-305597588.0947882
143,B-2,0.5204433497536947,0.41871921182266014,2031970.4433497554,66439.83197246783,1965530.6113772877
143,B-3,0.5204433497536947,0.41871921182266014,2031970.4433497554,307723977.91416425,-305692007.47081447
144,B-2,0.5155993431855501,0.41871921182266014,1935090.3119868645,63979.0766358504,1871111.2353510142
144,B-3,0.5155993431855501,0.41871921182266014,1935090.3119868645,307721517.1588276,-305786426.84684074
145,B-2,0.5107553366174056,0.41871921182266014,1838210.1806239737,61518.321299232965,1776691.8593247407
145,B-3,0.5107553366174056,0.41871921182266014,1838210.1806239737,307719056.403491,-305880846.2228671
146,B-2,0.5059113300492611,0.41871921182266014,1741330.0492610848,59057.56596261559,1682272.483298469
