action_day,scenario,mark,fair,pfc_usd,coc_usd,net_profit_usd
146,B-3,0.5059113300492611,0.41871921182266014,1741330.0492610848,307716595.6481544,-305975265.5988933
147,B-2,0.5010673234811167,0.41871921182266014,1644449.9178981958,56596.81062599821,1587853.1072721975
147,B-3,0.5010673234811167,0.41871921182266014,1644449.9178981958,307714134.89281774,-306069684.97491956
148,B-2,0.49622331691297206,0.41871921182266014,1547569.786535303,54136.05528938074,1493433.7312459224
148,B-3,0.49622331691297206,0.41871921182266014,1547569.786535303,307711674.13748115,-306164104.35094583
149,B-2,0.4913793103448276,0.41871921182266014,1450689.6551724141,51675.29995276335,1399014.3552196508
149,B-3,0.4913793103448276,0.41871921182266014,1450689.6551724141,307709213.3821445,-306258523.7269721
150,B-2,0.4865353037766832,0.41871921182266014,1353809.5238095252,49214.54461614597,1304594.9791933792
150,B-3,0.4865353037766832,0.41871921182266014,1353809.5238095252,307706752.6268079,-306352943.1029984
151,B-2,0.48169129720853865,0.41871921182266014,1256929.3924466344,46753.78927952855,1210175.6031671057
151,B-3,0.48169129720853865,0.41871921182266014,1256929.3924466344,307704291.8714713,-306447362.47902465
152,B-2,0.4768472906403941,0.41871921182266014,1160049.2610837435,44293.03394291112,1115756.2271408325
152,B-3,0.4768472906403941,0.41871921182266014,1160049.2610837435,307701831.1161347,-306541781.855051
153,B-2,0.4720032840722497,0.41871921182266014,1063169.1297208546,41832.278606293745,1021336.8511145608
153,B-3,0.4720032840722497,0.41871921182266014,1063169.1297208546,307699370.36079806,-306636201.2310772
154,B-2,0.46715927750410513,0.41871921182266014,966288.9983579637,39371.52326967631,926917.4750882874
154,B-3,0.46715927750410513,0.41871921182266014,966288.9983579637,307696909.6054614,-306730620.60710347
155,B-2,0.4623152709359606,0.41871921182266014,869408.8669950729,36910.76793305889,832498.099062014
155,B-3,0.4623152709359606,0.41871921182266014,869408.8669950729,307694448.85012484,-306825039.98312974
156,B-2,0.45747126436781615,0.41871921182266014,772528.735632184,34450.012596441506,738078.7230357424
156,B-3,0.45747126436781615,0.41871921182266014,772528.735632184,307691988.0947882,-306919459.359156
157,B-2,0.4526272577996716,0.41871921182266014,675648.6042692931,31989.25725982408,643659.347009469
157,B-3,0.4526272577996716,0.41871921182266014,675648.6042692931,307689527.3394516,-307013878.73518234
158,B-2,0.4477832512315272,0.41871921182266014,578768.4729064042,29528.5019232067,549239.9709831974
158,B-3,0.4477832512315272,0.41871921182266014,578768.4729064042,307687066.58411497,-307108298.11120856
159,B-2,0.44293924466338264,0.41871921182266014,481888.34154351335,27067.746586589274,454820.5949569241
159,B-3,0.44293924466338264,0.41871921182266014,481888.34154351335,307684605.8287783,-307202717.48723483
160,B-2,0.4380952380952381,0.41871921182266014,385008.2101806225,24606.99124997185,360401.2189306507
160,B-3,0.4380952380952381,0.41871921182266014,385008.2101806225,307682145.07344174,-307297136.8632611
161,B-2,0.43325123152709366,0.41871921182266014,288128.0788177354,22146.235913354514,265981.84290438093
161,B-3,0.43325123152709366,0.41871921182266014,288128.0788177354,307679684.3181051,-307391556.2392874
162,B-2,0.4284072249589491,0.41871921182266014,191247.9474548446,19685.480576737085,171562.46687810752
162,B-3,0.4284072249589491,0.41871921182266014,191247.9474548446,307677223.5627685,-307485975.61531365
163,B-2,0.4235632183908046,0.41871921182266014,94367.81609195191,17224.725240119613,77143.0908518323
163,B-3,0.4235632183908046,0.41871921182266014,94367.81609195191,307674762.8074319,-307580394.9913399
164,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
164,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
165,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
165,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
166,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
166,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
167,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
167,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
168,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
168,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
169,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
169,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
170,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
170,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
171,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
171,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
172,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
172,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
173,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
173,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
174,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
174,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
175,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
175,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
176,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
176,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
177,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
177,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
178,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
178,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
179,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
179,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
180,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
180,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
181,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
181,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
182,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
182,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
183,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
183,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
184,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
184,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
185,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
185,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
186,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
186,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
187,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
187,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
188,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
188,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
189,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
189,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
190,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
190,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
191,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
191,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
192,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
192,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
193,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
193,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
194,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
194,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
195,B-2,0.41871921182266014,0.41871921182266014,-2512.3152709361166,14826.777785275659,-17339.093056211776
195,B-3,0.41871921182266014,0.41871921182266014,-2512.3152709361166,307672364.85997707,-307674877.175248
